,openlibrary_key,isbn,title,author,first_publish_year,edition_count,original_subjects,assigned_genres,language,number_of_pages,cover_id,availability_status,last_modified,average_rating,rating_count,reviews
35,,N/A,The Hunger Games,Suzanne Collins,2008,131,"['severe poverty', 'starvation', 'oppression', 'effects of war', 'self-sacrifice', 'Science fiction', 'Apocalyptic fiction', 'Dystopian fiction', 'Fiction', 'Juvenile works', 'Novels', 'Young adult works', 'Juvenile fiction', 'contensts', 'Young adult fiction', 'Game shows', 'Television programs', 'New York Times bestseller', 'Contests', 'nyt:series_books=2010-08-21', 'Long Now Manual for Civilization', 'Reality television programs', 'Television game shows', 'Survival', 'Interpersonal relations', 'Roman', 'Amerikanisches Englisch', 'Sisters', 'Young women', 'Dystopias', 'Survival skills', 'Blind', 'Books and reading', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Survival Stories', 'Action & Adventure', ""Children's fiction"", 'Survival, fiction', 'Interpersonal relations, fiction', 'Contests, fiction', 'Television, fiction', 'Large type books', 'Future', 'violent', 'life risking', 'bravery.', 'Roman pour jeunes adultes', 'Habiletés de survie', ""Roman d'aventures"", 'Concours et compétitions', 'Relations humaines', 'Romans, nouvelles', 'Émissions televiseés', 'Spanish language materials', 'Supervivencia', 'Novela juvenil', 'Relaciones humanas', 'Programas de televisión', 'Concursos', 'Fantastische Erza\x98hlung', 'Fantastische Literatur', 'Action and adventure fiction', 'Contests Fiction', 'Fictional Work', 'Interpersonal relations Fiction', 'Jeux télévisés Romans, nouvelles, etc. pour la jeunesse', 'Reality television programs Fiction', 'Reality television programs Juvenile fiction', 'Romans', 'Survival Fiction', 'Survival skills Fiction', 'Television game shows Juvenile fiction', 'Television programs Fiction', 'Émissions télévisées', 'Novela', 'Televisión', 'Programas', 'Competencias', 'American fiction', 'Translations into Chinese', 'Chinese language materials', 'Romans, nouvelles, etc. pour la jeunesse', 'Literature and fiction, juvenile', 'Short stories', 'Fantasy fiction', 'American literature, study and teaching', 'Serie:The_Hunger_Games']",['science fiction'],N/A,0,12646537,error,N/A,4.097285067873303,442,[]
36,,N/A,On The Beach,"Nevil Shute, Gideon Haigh, G. C. Thornley, SparkNotes Staff, SparkNotes",1957,121,"['Atomic Bomb', 'English Science fiction', 'Fiction', 'Literature', 'Nuclear warfare', 'Roman', 'Juvenile fiction', 'United States', 'United States. Navy', 'Fiction, science fiction, general', 'Science fiction', 'Rock music, discography']",['science fiction'],N/A,0,997896,error,N/A,3.625,8,[]
37,,N/A,The Hitch Hiker's Guide to the Galaxy,Douglas Adams,1979,120,"['comic science fiction', 'Vogons', 'Humorous fiction', 'Imaginary voyages', 'wit and humour', 'Science Fiction', 'Interstellar travel', 'Fiction', 'Interplanetary voyages', 'Open Library Staff Picks', 'Life on other planets', 'Ford Prefect (Fictitious character)', 'Arthur Dent (Fictitious character)', 'Humorous stories', 'Viajes interplanetarios', 'Ficción', 'Language readers', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Radio plays', 'English literature', 'Fiction, science fiction, general', 'Fiction, humorous', 'Dent, arthur (fictitious character), fiction', 'Prefect, ford (fictitious character), fiction', 'Fiction, science fiction, action & adventure', 'Christian life', 'Indians of North America', 'Science-fiction', 'Fiction, humorous, general', 'New age movement', 'Fiction, action & adventure', 'English language', 'Adventure', 'Humorous', 'Action & adventure', 'General', 'Space opera', 'English & college success -> english -> fiction', 'English & college success -> english -> humor']","['science fiction', 'adventure']",N/A,0,12986869,error,N/A,4.539568345323741,139,[]
38,,N/A,It Can't Happen Here,Sinclair Lewis,1935,119,"['Anti-fascist movements', 'Presidents', 'Newspaper editors', 'Fiction', 'Drama', 'Science fiction', 'Dictators', 'Fascists', 'Election', 'Presidents, united states, fiction', 'Vermont, fiction', 'Canada, fiction', 'Fiction, political', 'American fiction (fictional works by one author)', 'Fiction, historical, general', 'Fiction, war & military', 'Patriotism', 'Revolutions', 'Politics and government', 'Elections']",['science fiction'],N/A,0,12719018,error,N/A,3.764705882352941,17,[]
39,,2277113492,2001,Arthur C. Clarke,1968,116,"['Human-computer interaction', 'Computers', 'Fiction', 'Science fiction', 'Twenty-first century', 'Space vehicles', 'Long Now Manual for Civilization', 'English Science fiction', 'Fiction, science fiction, hard science fiction', 'Saturn', 'Jupiter', 'space travel', 'alien artifacts', 'human origins', 'High interest-low vocabulary books', 'Readers', 'Fiction, science fiction, general', 'English literature', 'HAL (Fictitious character)']",['science fiction'],N/A,0,11344400,borrow_unavailable,N/A,4.191666666666666,120,[]
40,,,Dune,Frank Herbert,1965,115,"['Dune (Imaginary place)', 'Fiction', 'Fiction, science fiction, general', 'Dune (imaginary place), fiction', 'New York Times reviewed', 'Science fiction', 'Science-fiction', 'American literature', 'nyt:mass-market-monthly=2021-11-07', 'New York Times bestseller', 'award:nebula_award=novel', 'nyt:trade-fiction-paperback=2021-11-07', 'Hugo Award Winner', 'award:hugo_award=1966', 'award:hugo_award=novel', 'American Science fiction', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,11481354,borrow_unavailable,N/A,4.279132791327913,369,[]
41,,N/A,The First Men in the Moon,H. G. Wells,1900,114,"['Classic Literature', 'Fiction', 'Imperialism', 'Moon', 'Science fiction', 'Space flight to the moon', 'Translations into Russian', 'Utopias', 'Fiction, science fiction, general', 'Fiction, action & adventure', 'British and irish fiction (fictional works by one author)', 'Satire', 'English literature', 'Fiction, general', 'Action & Adventure', 'General', 'Fiction, science fiction, action & adventure', 'Interplanetary voyages', 'Space flight to the moon -- Fiction', 'Imperialism -- Fiction', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,8081288,error,N/A,3.3846153846153846,13,[]
42,,N/A,A strange manuscript found in a copper cylinder,James De Mille,1888,110,"['Canadian fiction (English), CIHM', 'Roman canadien-anglais, ICMH', 'Fiction, mystery & detective, general', 'History', 'FICTION', 'Fantasy', 'General', 'Canadian fiction', 'Canadian literature', 'Fiction, science fiction, general', 'Sea stories', 'Utopias', 'Canadian Science fiction', 'Fiction, science fiction, action & adventure', 'Science fiction', 'English literature']","['fantasy', 'science fiction']",N/A,0,5647709,error,N/A,4.0,1,[]
43,,N/A,Charlie and the Great Glass Elevator,Roald Dahl,1972,108,"['Charlie Bucket (Fictitious character)', 'Juvenile fiction', ""Children's fiction"", 'Outer space, fiction', 'Science fiction', 'Humorous stories', 'Outer space', 'Fiction', 'Eccentrics and eccentricities', 'Chocolate industry', 'Candy industry', 'Manned space flight', 'Fantasies', 'Rymdfärder', 'Skönlitteratur', 'Humorous fiction', 'Elevators', 'Space flight', 'Space stations', 'Extraterrestrial beings', 'Adventure stories', ""Children's stories"", 'Boys, fiction']",['science fiction'],N/A,0,7893583,error,N/A,3.4375,48,[]
44,,9575358155,The Giver,Lois Lowry,1993,106,"['Social control', 'Control (Psychology)', 'Juvenile fiction', 'Fiction', 'Science fiction', 'Memory', 'Ethics', 'Dystopias', 'Blind', 'Braille language materials', 'Books and reading', ""Children's fiction"", 'New York Times reviewed', 'Literature', 'Dystopian', 'Sci Fi', 'Novel', ""Children's literature, study and teaching"", ""Children's literature, examinations, questions, etc."", 'Newbery Medal', 'Ciencia-ficción', 'Classic', 'Individuality', 'Comic books, strips', 'Graphic novels', 'YOUNG ADULT FICTION / Comics & Graphic Novels / Dystopian', 'YOUNG ADULT FICTION / Comics & Graphic Novels / Fantasy', 'YOUNG ADULT FICTION / Comics & Graphic Novels / Coming of Age', 'Adventure and adventurers, fiction', 'Liberty', 'Social prediction', 'award:Newbery_award']","['dystopian', 'science fiction']",N/A,0,8352502,borrow_unavailable,N/A,4.062937062937063,286,[]
45,,N/A,Ender's Game,Orson Scott Card,1985,104,"['New York Times bestseller', 'nyt:mass_market_paperback=2011-07-30', 'military education', 'end of the world', 'prize:nebula', 'hegemony', 'space warfare', 'child soldiers', 'The Ender Quintet', 'science fiction', 'automation', 'data processing', 'aliens', 'Military art and science', 'Hermanos', 'Maniobras de guerra', 'Brothers and sisters', 'Open Library Staff Picks', 'Genetic engineering', 'Fiction', 'Hugo Award Winner', 'award:hugo_award=novel', 'Ficción', 'Ciencia-ficción', 'award:hugo_award=1986', 'War games', 'Long Now Manual for Civilization', 'American Science fiction', ""Children's stories, American"", 'Artificial intelligence', 'Ender Wiggin (Fictitious character)', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Wiggin, ender (fictitious character), fiction', 'Battle school (imaginary place), fiction', 'Fiction, science fiction, hard science fiction', 'Brothers and sisters, fiction', 'Science-Fiction-Literatur', 'Krieg', 'Amerikanisches Englisch', 'Außerirdische Intelligenz', 'award:nebula_award=novel', 'Peter Wiggin (Fictitious character)', 'Siblings, fiction', 'Bean (Fictitious character : Card)']",['science fiction'],N/A,0,12996033,error,N/A,4.35,380,[]
46,,N/A,A Wrinkle in Time,Madeleine L'Engle,1962,104,"['Love', 'sci-fi', 'Newbery Medal', 'Open Library Staff Picks', 'Juvenile fiction', 'Space and time', 'Fiction', 'Science fiction', 'Friendship in adolesce', 'Time travel', 'Murry family (Fictitious character)', 'Brothers and sisters', 'Extraterrestrial beings', 'Friendship', 'Science Fiction, Fantasy, & Magic', 'Classics', 'Spanish: Young Adult (Gr. 10-12)', 'Juvenile Fiction - Classics', 'Văn học Mĩ', 'Tiểu thuyết', 'Missing persons', 'Gifted children', 'Newbery Medal books', 'Families', 'Family life', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', ""Children's fiction"", 'Fantasy fiction', 'Murry family (fictitious character), fiction', 'Fathers and daughters, fiction', 'Friendship, fiction', 'Murry family (Fictitious characters)', 'Adventure and adventurers, fiction', 'American fiction', 'Moral and ethical aspects', 'Responsibility', 'Decision making', 'Good and evil', 'A wrinkle in time', 'Espacio y tiempo', 'Novela', 'Viaje en el tiempo', 'Poopnce', 'award:Newbery_award', 'lexile:740', 'lexile_range:701-800', 'age:min:10', 'age:max:14', 'grade:min:Kindergarten and up', 'grade:max:undefined', 'Picture books']",['science fiction'],N/A,0,8709146,error,N/A,3.9215686274509802,153,[]
47,,N/A,A Modern Utopia,H. G. Wells,1900,102,"['Utopias', 'Fiction', 'Science Fiction', 'Classic Literature', 'Political science', 'Nonfiction', 'Philosophy', 'Fiction, general', 'English Science fiction']","['nonfiction', 'science fiction']",N/A,0,8232021,error,N/A,3.230769230769231,13,[]
48,,N/A,Catching Fire,Suzanne Collins,2009,99,"['Action/Adventure', 'Fantasy', 'teen fiction', 'juvenile works', 'interdependence', 'independence', 'Games', 'Apocalyptic literature', 'Competition', 'teenage girls', 'sisters', 'poverty', 'Contests', 'Insurgency', 'Open Library Staff Picks', 'Survival', 'Fiction', 'Interpersonal relations', 'Television programs', 'Dystopias', 'Adventures and Adventurers', 'Television', 'Courage', 'Bravery', 'Heroism', 'Defiance and Talking Back', 'Adventure and adventurers', 'Girls', 'Blind', 'Books and reading', 'Young adult fiction', 'Television game shows', 'Dystopian', 'Science fiction', 'Survival Stories', 'Self-Esteem & Self-Reliance', 'Action & Adventure', 'JUVENILE FICTION', 'Social Themes', 'Survival skills', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', ""Children's fiction"", 'Interpersonal relations, fiction', 'Contests, fiction', 'Television, fiction', 'Survival, fiction', 'Reality television programs', 'Large type books', 'Katniss Everdeen (Fictitious character)', 'Spanish language materials', 'Supervivencia', 'Novela juvenil', 'Relaciones humanas', 'Insurgencia', 'Programas de televisión', 'Concursos', 'Distopías', 'Spanish language', 'nyt:chapter-books=2009-09-20', 'New York Times bestseller', 'Novela', 'Televisión', 'Programas', 'Reading materials', 'Phantastische Erza\x98hlung', 'Phantastische Literatur', 'Wilderness survival', 'Révoltes', 'Romans, nouvelles, etc. pour la jeunesse', 'Habiletés de survie', 'Jeux télévisés', 'Concours et compétitions', 'Dystopies', 'Filles', 'Fiction, science fiction, general', 'Serie:The_Hunger_Games']","['dystopian', 'fantasy', 'science fiction']",N/A,0,12646539,error,N/A,4.134146341463414,246,[]
49,,9788960177567,Foundation,Isaac Asimov,1951,97,"['Psychohistory', 'Open Library Staff Picks', 'Life on other planets', 'Fiction', 'Science Fiction', 'Long Now Manual for Civilization', 'Prophecy', 'Historians', 'Robots', 'Fiction, science fiction, general', 'American literature', 'American Fantasy fiction', 'Vie extraterrestre', 'Romans, nouvelles', 'Psychohistoire', 'Psychological fiction', 'American Science fiction', 'Hari Seldon (Fictitious character)']",['science fiction'],N/A,0,14612610,borrow_unavailable,N/A,4.099630996309963,271,[]
50,,N/A,"I, Robot",Isaac Asimov,1950,96,"['smear campaigns', 'supercomputers', 'computers', 'Frankenstein complex', 'hyperspace', 'heisenbugs', 'asteroids', 'Shahada', 'space stations', 'space-based solar power', 'cognitive dissonance', 'selenium', 'robots', 'morality', 'robotics', 'robopsychology', 'positronic brains', 'three laws of robotics', 'American Science fiction', 'Readers (Secondary)', 'Readers', 'Fiction', 'Science fiction', 'human-robot relations', 'Thriller', 'Long Now Manual for Civilization', 'Science fiction, American', 'Short stories', 'American Short stories', 'Artificial intelligence', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Fiction, science fiction, short stories', 'Roman', 'Fiction, science fiction, collections & anthologies', 'American literature', 'Robots in fiction', ""Children's fiction"", 'High tech and hard science fiction']","['thriller', 'science fiction']",N/A,0,12385229,error,N/A,4.24223602484472,161,[]
51,,N/A,The Gunslinger,Stephen King,1976,94,"['succubus', 'demons', 'American fiction', 'fantastic fiction', 'adventure fiction', 'science fiction', 'horror fiction', 'fantasy', 'Fantasy fiction', 'Ciencia-ficción', 'Adventure stories', 'Fiction', 'Cuentos de terror', 'Good and evil', 'Roland (Fictitious character : King)', 'Roland (Fictitious character)', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Dark tower (imaginary place), fiction', 'Fiction, fantasy, epic', 'Roland (fictitious character : king), fiction', 'nyt:combined-print-and-e-book-fiction=2017-07-30', 'New York Times bestseller', 'Roland of Gilead (Fictitious character)', 'Magic', 'Horror', 'Thrillers', 'Supernatural', 'Suspense', 'Heroes']","['fantasy', 'science fiction', 'horror']",N/A,0,8396638,error,N/A,4.088888888888889,45,[]
52,,9789584261878,Deception Point,Dan Brown,2001,92,"['mystery fiction', 'adventure fiction', 'literature', 'Meteors', 'Conspiracies', 'Presidents', 'Scientists', 'Fiction', 'Americans', 'Election', 'Open Library Staff Picks', 'political fiction', 'suspense fiction', 'thrillers', 'Conspiraciones', 'Meteorites', 'Estrellas fugaces', 'Científicos', 'Novela política', 'Estadounidenses', 'Fraud in science', 'Elección', 'Intelligence service', 'Presidentes', 'Novela de suspense', 'United States National Aeronautics and Space Administration', 'Ficción', 'Science fiction', 'Arctic regions, fiction', 'Fiction, suspense', 'Presidents, fiction', 'Fiction, political', 'Scientists, fiction', 'Americans -- Arctic regions -- Fiction', 'Presidents -- Election -- Fiction', 'Conspiracies -- Fiction', 'Scientists -- Fiction', 'Meteors -- Fiction', 'Arctic regions -- Fiction', 'Fiction, thrillers, suspense', 'Spanish language materials', 'Polish language materials', 'Présidents', 'Romans, nouvelles', 'Élection', 'Conspiration', 'Météores', 'Politique-fiction', 'Météorites', 'collectionid:dbsan', 'American literature']",['science fiction'],N/A,0,14553479,open,N/A,3.2842105263157895,95,[]
53,,N/A,Jurassic Park,Michael Crichton,1990,92,"['dichogamy', 'corporate espionage', 'science fiction', 'cautionary tale', 'genetic engineering', 'amusement parks', 'dinosaurs', 'chaos theory', 'Procompsognathus', 'paleontologists', 'paleobotanists', 'theme parks', 'cloning', 'ancient DNA', 'lysine', 'auxotrophy', 'chaos theorists', 'complex systems', 'velociraptors', 'backdoor', 'Tyrannosaurus', 'biotechnologists', 'napalm', 'Clones and cloning', 'Fiction', 'Large type books', 'Fiction, science fiction, action & adventure', 'Fiction, technological', 'Fiction, thrillers, general', 'Jurassic park (imaginary place), fiction', 'Malcolm, ian (fictitious character), fiction', 'Dinosaurs, fiction', ""Children's fiction"", 'Fiction, suspense', 'Zhang pian xiao shuo', 'Ke xue huan xiang xiao shuo', 'Fiction, thrillers, technological', 'Dinosaurios', 'Novela', 'Parques de diversiones', 'Spanish language materials', 'Animal genetic engineering', 'Suspense fiction', 'Thrillers (Fiction)', 'American fiction', 'Translations into Chinese', 'Chang pian xiao shuo', 'Juvenile fiction', 'Amusement parks, fiction', 'Brothers and sisters, fiction', 'Scientists, fiction']",['science fiction'],N/A,0,12882940,error,N/A,4.113207547169812,159,[]
54,,9789731249759,Slaughterhouse-Five,Kurt Vonnegut,1968,91,"['American science fiction', 'bombing of Dresden', 'Open Library staff picks', 'military fiction', 'war stories', 'World War II', 'World War, 1939-1945', 'literature and the war', 'war', 'free will and determinism', 'literary fiction', 'Fiction', 'Animals', 'Boats and boating', 'Juvenile fiction', 'Accelerated Reader', 'Domestic animals', 'American fiction (fictional works by one author)', 'Fiction, general', 'Fiction, war & military', 'World war, 1939-1945, fiction', 'Classic Literature', 'Drama', 'Vonnegut, kurt, 1922-2007', 'American literature, history and criticism', 'Destruction and pillage', 'World War (1939-1945) fast (OCoLC)fst01180924', 'Roman américain', 'Literature', 'American literature', 'Literatură americană', 'Roman', 'Time travel', 'Voyages dans le temps', 'Romans, nouvelles', 'Science fiction']",['science fiction'],N/A,0,12727001,borrow_unavailable,N/A,4.184426229508197,244,[]
55,,N/A,The Restaurant at the End of the Universe,Douglas Adams,1980,90,"['Fiction', 'Humorous fiction', 'humorous stories', 'Interplanetary voyages', 'Restaurants', 'Science Fiction', 'Interstellar travel', 'Life on other planets', 'Prefect, ford (fictitious character), fiction', 'Dent, arthur (fictitious character), fiction', 'Fiction, humorous', 'Fiction, science fiction, general', 'English literature', 'English Science fiction', '18.05 English literature', 'Fiction, humorous, general', 'Arthur Dent (Fictitious character)', 'Ford Prefect (Fictitious character)']",['science fiction'],N/A,0,12714921,error,N/A,4.2727272727272725,33,[]
56,,N/A,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,89,"['Androids', 'Fiction', 'Rick Deckard (Fictitious character)', 'Science Fiction', 'Twenty-first century', 'open_syllabus_project', 'Bounty hunters', 'Fiction, science fiction, general', 'Large type books', 'Movie-TV Tie-In', 'Movies', 'Motion Pictures', 'Films', 'Novelization', 'American Science fiction', 'PRO Adams, Mark B. (donor) (Adams Collection copy)', 'CHR 1982', 'Long Now Manual for Civilization', 'Media Tie-In', 'Adventure', 'Science Fiction & Fantasy', 'Control systems', 'Artificial life', 'Robots', 'Robotic pets', 'Deckard, Rick (Fictitious character) -- Fiction', 'Androids -- Fiction', 'Deckard, Rick (Fictitious character)', 'Androidy', 'Istoty pozaziemskie', 'San Francisco (Stany Zjednoczone)', 'San Francisco (Stany Zjednoczone, stan Kalifornia)', 'Literary collections']","['science fiction', 'adventure']",N/A,0,207515,error,N/A,4.034246575342466,146,[]
57,,N/A,The Blind Assassin,Margaret Atwood,2000,89,"['Death', 'Muerte', 'Hermanas', 'Novela psicológica', 'Viudas', 'Fiction', 'Sisters', 'Ficción', 'Widows', 'Novela hogareña', 'Psychological fiction', 'Women novelists', 'Aged women', 'Authorship', 'Older women', 'Domestic fiction', 'Reading Level-Grade 9', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Betrayal', 'Reminiscing in old age', 'Science fiction', 'Large type books', 'Canadian fiction (fictional works by one author)', 'Sisters, fiction', 'Widows, fiction', 'Authors, fiction', 'New York Times reviewed', 'Man-woman relationships', 'American literature', 'Sœurs', 'Romans, nouvelles', 'Mort', 'Roman', ""Art d'écrire"", 'Romancières', 'Femmes âgées', 'Veuves', 'Roman familial', 'Psychological', 'Canadian fiction', 'Roman canadien', 'Souvenir chez la personne âgée', 'Vingtième siècle', 'Littérature canadienne', 'Sisters--death', 'Sisters--death--fiction', 'Fiction--authorship', 'Fiction--authorship--fiction', 'Women novelists--fiction', 'Older women--fiction', 'Widows--fiction', 'Pr9199.3.a8 b55 2001']",['science fiction'],N/A,0,11041760,error,N/A,3.6666666666666665,9,[]
58,,N/A,Mockingjay,Suzanne Collins,2010,88,"['Insurgency', 'Survival', 'Fiction', 'Science fiction', 'Interpersonal relations', 'Television programs', 'Large type books', 'Contests', 'Survival skills', 'Young adult fiction', 'Juvenile fiction', 'Revenge', ""Children's stories"", 'Survival Stories', 'Dystopian', 'Self-Esteem & Self-Reliance', 'Action & Adventure', 'Social Themes', 'Television game shows', 'Dystopias', 'Girls', 'Courage', ""Children's fiction"", 'Television, fiction', 'Contests, fiction', 'Survival, fiction', 'Interpersonal relations, fiction', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Katniss Everdeen (Fictitious character)', 'Reality television programs', 'nyt:series-books=2010-09-12', 'New York Times bestseller', 'New York Times reviewed', 'Telerealites', 'Romans', 'Dystopies', 'Science-fiction', 'Dictature', 'Television-verite', 'Concours et competitions', 'Habiletes de survie', 'Spanish language materials', 'Révoltes', 'Romans, nouvelles, etc. pour la jeunesse', 'Habiletés de survie', 'Supervivencia', 'Novela juvenil', 'Televisión', 'Programas', 'Relaciones humanas', 'Novela joven', 'Spanish language', 'Reading materials', 'Téléréalité', 'Insurgency -- Juvenile fiction', 'Survival -- Juvenile fiction', 'Television programs -- Juvenile fiction', 'Interpersonal relations -- Juvenile fiction', 'Contests -- Juvenile fiction', 'Insurgency -- Fiction', 'Survival skills -- Fiction', 'Television programs -- Fiction', 'Interpersonal relations -- Fiction', 'Contests -- Fiction', 'Serie:The_Hunger_Games']","['dystopian', 'science fiction']",N/A,0,12646459,error,N/A,3.753303964757709,227,[]
59,,N/A,The Dead Zone,Stephen King,1979,87,"['brain tumors', 'rifles', 'human shields', 'assassination', 'procrastination', 'murder', 'Federal Bureau of Investigation', 'car bombs', 'United States House of Representatives', 'mayors', 'wheel of fortune', 'comas', 'high school teachers', 'precognition', 'brains', 'Clairvoyants', 'thrillers', 'Supernatural', 'Movie or Television Tie-In', 'suspense', 'horror fiction', 'science fiction', 'paranormal fiction', 'carnivals', 'good and evil', 'American Horror tales', 'Open Library Staff Picks', 'Fiction in English', 'Fiction', 'Translations into Russian', 'Psychics', 'Horror', 'Horror tales', 'Fiction, horror', 'New england, fiction', 'Smith, johnny (fictitious character), fiction', 'American literature', 'Coma', 'Patients', 'Psychic ability', 'Media Tie-In', 'Médiums', 'Romans, nouvelles']","['science fiction', 'horror']",N/A,0,14653991,error,N/A,4.076923076923077,39,[]
60,,N/A,The Left Hand of Darkness,Ursula K. Le Guin,1969,87,"['Ciencia-ficción', 'Hugo Award Winner', 'award:hugo_award=1970', 'award:hugo_award=novel', 'human nature', 'gender', 'space travel', 'ice age', 'Science fiction', 'American literature', 'Fiction, science fiction, general', 'LGBTQ gender identity', 'LGBTQ science fiction & fantasy', 'collection:otherwise_tiptree_award=winner', 'award:nebula_award=novel', 'Life on other planets', 'Fiction', 'American Science fiction', 'Extraterrestrial anthropology', 'Sex role', 'LGBTQ novels before Stonewall', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,10618463,error,N/A,4.25,44,[]
