,openlibrary_key,isbn,title,author,first_publish_year,edition_count,original_subjects,assigned_genres,language,number_of_pages,cover_id,availability_status,last_modified,average_rating,rating_count,reviews
61,,N/A,La casa verde,Mario Vargas Llosa,1966,87,"['Prostitutes', 'Fiction', 'Good and evil', 'Prostitutas', 'Novela', 'Bien y mal', 'Peru, fiction', 'Young women, fiction', 'Fiction, general', 'Novela española', 'Science fiction']",['science fiction'],N/A,0,4927546,error,N/A,3.0,1,[]
62,,9782290019436,A Game of Thrones,George R. R. Martin,1996,87,"['Adult', 'Action & Adventure', 'Fantasy', 'High Fantasy', 'Epic', 'Epic Fantasy', 'Epic Fiction', 'Epic Literature', 'Fiction, fantasy, epic', 'Fiction, fantasy, general', 'Science Fiction', 'Fantastic Fiction', 'Fiction', 'Ficción', 'Moral Ambiguity', 'Betrayal', 'Loyalty', 'Family', 'Revenge', 'Vengeance', 'Bien y mal', 'Civil War', 'War and Conflict', 'Imaginary Wars and Battles', 'Guerras imaginarias', 'Politics', 'Intrigue', 'Feudalism', 'Royalty and Nobility', 'Kings and Rulers', 'Knights', 'Courts and Courtiers', 'Seasons', 'Invierno', 'Trial by Combat', 'Voyages and Travels', 'Walls', 'Penal Colonies', 'Magic', 'Dragons', 'Supernatural', 'Wights', 'Folk Healers', 'Incest', 'Forced Marriage', 'Persistent Vegetative States', 'Imaginary Places', 'Seven Kingdoms (Imaginary Place)', 'Hugo Award Winner', 'Ignotus Award Winner', 'Locus Award Winner', 'New York Times Bestseller']","['fantasy', 'science fiction']",N/A,0,9269962,borrow_unavailable,N/A,4.208588957055214,652,[]
63,,N/A,The Man in the High Castle,"Philip K. Dick, Michelle Charrier",1962,83,"['award:hugo_award=1963', 'Fiction', 'Hugo Award Winner', 'Science Fiction', 'award:hugo_award=novel', 'Fiction, alternative history', 'Fiction, science fiction, general', 'nyt:trade-fiction-paperback=2015-12-13', 'New York Times bestseller', 'nyt:combined-print-and-e-book-fiction=2015-12-13', 'American Science fiction', 'American Political fiction', 'National socialism', 'Freedom of the press', 'Slavery', 'Totalitarianism', 'Nazis', 'Jews', 'FICTION / Science Fiction / General', 'Nazisme', 'Romans, nouvelles', 'Juifs', 'Alternative histories (Fiction)', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,420452,error,N/A,3.5596330275229358,109,[]
64,,N/A,L'Île mystérieuse,Jules Verne,1870,83,"['Popular Print Disabled Books', 'French Adventure stories', 'French language materials', 'Translations from French', 'Open Library Staff Picks', 'Translations into English', 'Fiction', 'French Science fiction', 'Science fiction', 'Islands', 'Balloons', 'Shipwrecks', 'French fiction', 'Castaways', 'Survival', 'Adventure stories', 'Fiction, action & adventure', 'Fiction, suspense', 'Romance literature', 'Littérature française', 'Critique et intérprétation', 'Aventures', 'Romans', 'Roman français', 'Fiction, science fiction, general', ""Children's fiction"", 'Adventure and adventurers, fiction', 'Fiction, fantasy, general', 'Castaways -- Fiction', 'Islands of the Pacific -- Fiction', 'Island life -- Fiction', 'Survival -- Fiction', 'FICTION -- Classics', 'Island life', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,1277096,error,N/A,4.25,20,[]
65,,N/A,The Stand,Stephen King,1978,83,"['suspense & thriller', 'gothic & horror', 'biological warfare', 'research', 'horror fiction', 'horror tales', 'Fiction', 'Thrillers', 'Suspense', 'Horror', 'Science Fiction', 'Apocalyptic & Post-Apocalyptic science fiction', 'nuclear weapons', 'cordon sanitaire', 'index cases', 'martial law', 'post-apocalyptic', 'influenza', 'pandemic', 'End of the World', 'survival', 'plague', 'epidemics', 'Fiction in English', 'Virus diseases', 'Thriller', 'Good and evil', 'Fiction, horror', 'Apocalyptic & Post-Apocalyptic', 'nyt:trade-fiction-paperback=2021-01-03', 'New York Times bestseller']","['science fiction', 'horror', 'thriller']",N/A,0,9255992,error,N/A,4.3125,80,[]
66,,N/A,A Wizard of Earthsea,Ursula K. Le Guin,1968,81,"['Fiction', 'Magic', 'Magic in fiction', 'Fantasy', 'Wizards', 'Wizards in fiction', 'Bk. 1.', 'Earthsea (Le Guin, Ursula K.)', 'Juvenile fiction', ""Children's fiction"", 'Magic, fiction', 'Science fiction', 'Fantasy fiction', 'Fiction, fantasy, general', 'Margaret A. Edwards Award', 'Earthsea (Imaginary place)', 'Fantastic fiction', 'Ged (fictitious character), fiction', ""Children's stories"", 'Ged (Fictitious character)']","['fantasy', 'science fiction']",N/A,0,13617691,error,N/A,3.972972972972973,111,[]
67,,9780425017562,Stranger in a Strange Land,Robert A. Heinlein,1961,80,"['Hugo Award Winner', 'award:hugo_award=1962', 'award:hugo_award=novel', 'Fiction', 'Fiction in English', 'Science fiction', 'American Science fiction', 'Religion', 'Cults', 'Sects', 'Martians', 'Life on other planets', 'Fiction, science fiction, general', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,14630668,borrow_available,N/A,4.0,1,[]
68,,2070415716,Foundation and Empire,Isaac Asimov,1945,80,"['Fiction', 'Psychohistory', 'Life on other planets', 'American Science fiction', 'Science Fiction', 'Fiction, science fiction, general', 'Trantorian empire (imaginary place), fiction', 'American literature', 'Vie extraterrestre', 'Romans, nouvelles', 'Psychohistoire', 'award:retro_hugo', 'Hari Seldon (Fictitious character)', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,9300695,borrow_available,N/A,4.126865671641791,134,[]
69,,N/A,The Amber Spyglass,Philip Pullman,1999,79,"['Fantasy', 'Fantasy fiction', 'Quests (Expeditions)', 'Fiction', 'Missing persons', 'Good and evil', 'Kidnapping', 'Traducciones al español', 'Imaginary places', 'Lyra Belacqua (Fictitious character)', 'Magic', 'Magia', 'Belacqua, Lyra (Personaje literario)', 'Will Parry (Fictitious character)', 'Science fiction', 'Ficción juvenil', 'Novela fantástica', 'Lugares imaginarios', 'Niños', 'Juvenile fiction', 'Bien y mal', 'Experiments', 'Novela fantástica inglesa', 'Children', 'Parry, Will (Personaje literario)', 'Familiars (Spirits)', 'Witches', 'Demonology', ""Children's fiction"", 'Belacqua, lyra (fictitious character), fiction', 'Large type books', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Young adult fiction', 'Science fiction, fantasy, horror', 'Fiction, fantasy, general', 'Fantasy anglaise', 'Er tong xiao shuo', 'Zhang pian xiao shuo', 'San bu qu(zuo pin)', 'American Fantasy fiction', 'English Fantasy fiction']","['children', 'fantasy', 'science fiction']",N/A,0,12613246,error,N/A,3.84,100,[]
70,,N/A,Second Foundation,Isaac Asimov,1953,79,"['Fiction', 'Psychohistory', 'Life on other planets', 'Science fiction', 'Fiction, science fiction, general', 'American literature', 'Psychological fiction', 'Vie extraterrestre', 'Romans, nouvelles', 'Psychohistoire', 'Hari Seldon (Fictitious character)', 'Long Now Manual for Civilization']",['science fiction'],N/A,0,9261324,error,N/A,4.359375,128,[]
71,,N/A,The man who ended war,Hollis Godfrey,1908,78,"['Utopias', 'Science fiction']",['science fiction'],N/A,0,6379250,error,N/A,,0,[]
72,,N/A,Flowers for Algernon,Daniel Keyes,1966,78,"['institutionalization', 'dementia', 'phenylketonuria', 'award:nebula_award=novel', 'Brain', 'Surgery', 'People with mental disabilities', 'Gifted persons', 'Fiction', 'American Science fiction', 'Retrasados mentales', 'Niños superdotados', 'Open Library Staff Picks', 'Readers', 'Cerebro', 'Ficción juvenil', 'Cirugía', 'Science fiction', 'Juvenile fiction', 'Young adult fiction', 'Psychological fiction', 'Personas dotadas', 'Nebula Award', 'Novela', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Fiction, science fiction, general', 'Large type books', ""Children's fiction"", 'People with mental disabilities, fiction', 'Mentally handicapped', 'Personnes ayant une déficience intellectuelle', 'Romans, nouvelles', 'Surdoués', 'Cerveau', 'Chirurgie', 'Grifted peoples']",['science fiction'],N/A,0,12947700,error,N/A,4.267441860465116,86,[]
73,,N/A,Star Maker,Olaf Stapledon,1937,77,"['Fiction, general', 'Fiction in English', 'Science fiction', 'Fiction', 'Cosmology', 'Long Now Manual for Civilization', 'Fiction, science fiction, general', 'English literature']",['science fiction'],N/A,0,911107,error,N/A,2.5,4,[]
74,,N/A,Tales of space and time,H. G. Wells,1899,77,"['English Science fiction', 'Classic Literature', 'Fiction', 'Science Fiction', 'Short Stories', 'Fiction, science fiction, collections & anthologies', 'Fiction, short stories (single author)']",['science fiction'],N/A,0,5813880,error,N/A,4.5,2,[]
75,,9789021014166,Firestarter,Stephen King,1980,77,"['Genetic Engineering', 'suspense', 'Fiction', 'Psychokinesis', 'Fire', 'Horror', 'Psychic ability', 'Science fiction', 'horror thriller', 'telekinesis', 'migraines', 'bleeding', 'pyrokinesis', 'hit men', 'Cherokees', 'Vietnam veterans', 'janitors', 'Rolling Stone', 'Fiction, horror', 'Horror tales', 'American Authors', 'Children', 'Testing laboratories', 'Psychokineses', 'Fiction, science fiction, general', 'Fiction, mystery & detective, general', 'Fiction, media tie-in']","['science fiction', 'children', 'horror']",N/A,0,12015446,borrow_unavailable,N/A,4.0,25,[]
76,,N/A,The Illustrated Man,Ray Bradbury,1901,77,"['American Science fiction', 'Science fiction', 'English Short stories', 'Tattooing', 'Magic', 'Storytelling', 'American Fantasy fiction', 'American Horror stories', 'Fiction', 'Prejudice', 'Invasion', 'Space colonies', 'Space flight', 'Children', 'Large type books', 'Short stories', 'Fiction, science fiction, collections & anthologies', 'American Short stories', 'Nouvelles américaines']","['children', 'science fiction']",N/A,0,9345484,error,N/A,4.117647058823529,34,[]
77,,,The Lost World,Michael Crichton,1995,77,"['prions', 'scrapie', 'Ornitholestes', 'Mussaurus', 'Procompsognathus', 'Triceratops', 'Dryosaurus', 'Hypsilophodon', 'Parasaurolophus', 'Maiasaura', 'Stegosaurus', 'Apatosaurus', 'Gallimimus', 'Pachycephalosaurus', 'Tyrannosaurus', 'Velociraptors', 'geothermal gradient', 'Carnotaurus', 'paleontologists', 'Science fiction', 'Fiction', 'Dinosaurs', 'Cloning', 'Thriller', 'techno-thriller', 'American fiction', 'Fiction, thrillers', 'Fiction, espionage', 'Large type books', 'Fiction, science fiction, action & adventure', 'Fiction, thrillers, general', 'Fiction, technological', 'Jurassic park (imaginary place), fiction', 'Malcolm, ian (fictitious character), fiction', 'Fiction, science fiction, general', 'Fiction, media tie-in', 'Molecular cloning', 'Action & Adventure', 'Thrillers', 'Readers', 'Fiction, suspense', 'American Science fiction', 'New York Times reviewed', 'Dinosaures', 'Romans, nouvelles, etc. pour la jeunesse', 'Fiction, thrillers, espionage', 'Fiction, thrillers, technological', ""Children's fiction"", 'Dinosaurs, fiction']","['thriller', 'science fiction']",N/A,0,10656102,borrow_unavailable,N/A,4.3125,16,[]
78,,N/A,The Chessmen of Mars,Edgar Rice Burroughs,1922,75,"['Classic Literature', 'Fiction', 'Historical Fiction', 'Science fiction', 'Barsoom', 'Fiction, science fiction, action & adventure', 'Barsoom (imaginary place), fiction', 'Carter, john (fictitious character), fiction', 'American Science fiction', 'Extraterrestrial beings', 'John Carter (Fictitious character)', 'Dejah Thoris (Fictitious character)']","['science fiction', 'historical fiction']",N/A,0,1930755,error,N/A,4.285714285714286,7,[]
79,,N/A,Válka s mloky,Karel Čapek,1936,75,"['Czech Science fiction', 'Continental european fiction (fictional works by one author)', 'Salamanders', 'Fiction', 'Science fiction', 'FICTION / Science Fiction / General', 'Allegories', 'Utopias', 'Czech Satire', 'Czech drama', 'Fiction, fantasy, general', 'Politics and government', 'Humor', 'Exploitation', 'Newts', 'Fiction, satire', 'Fiction, science fiction, general', 'Czech fiction', 'Pg5038.c3 v33 2010', '891.86352', 'Extraterrestrial beings']",['science fiction'],N/A,0,4113422,error,N/A,4.2,5,[]
80,,N/A,"So long, and thanks for all the fish",Douglas Adams,1984,73,"['Trilogy of Four', 'fantasy fiction', 'Fiction', 'Interplanetary voyages', 'Science Fiction', 'Ford Prefect (Fictitious character)', 'Arthur Dent (Fictitious character)', 'Belletristische Darstellung', 'Weltall', 'English literature', 'Fiction, science fiction, general', 'Fiction, humorous, general', 'Dent, arthur (fictitious character), fiction', 'Prefect, ford (fictitious character), fiction', 'Interstellar travel']",['science fiction'],N/A,0,11465415,error,N/A,3.987012987012987,77,[]
81,,N/A,The Blazing World,Margaret Cavendish,2013,72,"['Science fiction', 'Utopias -- Fiction', 'Voyages, Imaginary -- Early works to 1800', 'Fantasy', 'Philosophy']","['fantasy', 'science fiction']",N/A,0,14634246,N/A,N/A,2.0,1,[]
82,,N/A,Last and First Men,Olaf Stapledon,1930,72,"['Fiction, science fiction, general', 'Fiction', 'Fiction in English', 'Prophecies', 'Science fiction', 'Human beings', 'Long Now Manual for Civilization', 'English literature', 'English Science fiction', 'Human beings--fiction', 'Pr6037.t18 l37 2008', '823/.912']",['science fiction'],N/A,0,911106,error,N/A,3.1,10,[]
83,,N/A,American Gods,Neil Gaiman,2001,72,"['science fiction', 'fantasy fiction', 'Americana', 'fantasy', 'mythology', 'Spiritual warfare', 'Literature', 'award:hugo_award=2002', 'Ex-convicts', 'Fiction', 'Hugo Award Winner', 'New York Times bestseller', 'American National characteristics', 'Urban Fantasy', 'nyt:e-book_fiction=2012-01-14', 'award:hugo_award=novel', 'Widowers', 'Bodyguards', 'Roman', 'Amerikanisches Englisch', 'Fiction, fantasy, contemporary', 'Widowers, fiction', 'Widows, fiction', 'Coloring books', 'English fiction', 'Demonology', 'Spiritual life', 'New York Times reviewed', 'award:nebula_award=novel', 'Comics & graphic novels, fantasy', 'English literature', 'Características nacionales', 'Novela', 'Ex-détenus', 'Romans, nouvelles', 'Veufs', 'Gardes du corps', 'Combat spirituel', 'Gods']","['fantasy', 'science fiction']",N/A,0,8494659,error,N/A,4.2407407407407405,54,[]
84,,N/A,The Scarlet Plague,Jack London,1910,71,"['Fiction', 'American Science fiction', 'Plague', 'End of the world', 'Classic Literature', 'Science Fiction', 'American literature', 'Regression (Civilization)', 'FICTION / Alternative History', 'Fiction, science fiction, general', 'American fiction (fictional works by one author)', 'Social aspects', 'Dystopias']",['science fiction'],N/A,0,9377992,error,N/A,3.8,5,[]
85,,N/A,Childhood’s End,Arthur C. Clarke,1953,71,"['Human-alien encounters', 'Fiction', 'Science fiction', 'Long Now Manual for Civilization', 'Human evolution', 'Fiction, science fiction, general', 'Human-Alien encounter', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12']",['science fiction'],N/A,0,210200,error,N/A,3.9565217391304346,23,[]
86,,N/A,The Martian,Andy Weir,2011,71,"['Science-Fiction', 'Science Fiction & Fantasy', 'Suspense & Thriller', 'Science fiction', 'Amerikanisches Englisch', 'Astronauts', 'Survival', 'Fiction', 'Survival skills', 'Supervivencia', 'Novela', 'Astronautas', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Fiction, science fiction, action & adventure', 'Fiction, science fiction, general', 'Large type books', 'Arabic language materials', 'Romans, nouvelles', 'nyt:hardcover-fiction=2014-03-02', 'New York Times bestseller', 'Chang pian xiao shuo', ""Children's fiction"", 'Adventure and adventurers, fiction', 'Fantasy fiction']",['science fiction'],N/A,0,11447888,error,N/A,4.378378378378378,296,[]
87,,9787544249959,The Adventures of Captain Underpants,Dav Pilkey,1997,70,"['Humorous stories', 'School principals', 'Cartoons and comics', 'Heroes', 'Fiction', 'American Humorous stories', ""Children's stories, American"", 'Extraterrestrial beings', 'Juvenile fiction', 'Captain Underpants (Fictitious character)', 'Science fiction', 'Schools', ""Children's fiction"", 'Adventure and adventurers, fiction', 'Héroes', 'Ficción juvenil', 'Superintendentes y directores', 'Escuelas', 'Metamorphosis', 'Cuentos humorísticos', 'Child authors', 'Caricatures and cartoons', 'Heroes and heroines', 'School superintendents and principals', 'Humorous fiction', 'Niños autores', 'Metamorfosis (Biología)', 'Novela infantil', 'Spanish language materials', 'Captain underpants (fictitious character), fiction', 'Heroes, fiction', 'Schools, fiction', 'Còmics', 'Llibres per a infants', 'Escola', 'Narrativa per a infants', 'Teachers', 'Bobette, Capitaine (Personnage fictif)', 'Romans, nouvelles, etc. pour la jeunesse', 'Écoles', 'Enseignants', ""Directeurs d'école"", 'Héros', 'Récits humoristiques', 'Action & Adventure', 'Social Themes', 'Friendship', 'Spanish language', 'H?eroes', 'Captain Underpants (Fictional character)', 'School stories', 'New York Times reviewed']",['science fiction'],N/A,0,12625278,borrow_unavailable,N/A,4.237288135593221,59,[]
88,,N/A,The Dispossessed,Ursula K. Le Guin,1974,70,"['Anarchism', 'Anarquismo', 'Ciencia-ficción', 'Communal living', 'Ficción', 'Fiction', 'Fiction in English', 'Físicos', 'Hugo Award Winner', 'Life on other planets', 'Novela utópica', 'Physicists', 'Science fiction', 'Utopias', 'Vida comunal', 'Vida en otros planets', 'award:hugo_award=1975', 'award:hugo_award=novel', 'Long Now Manual for Civilization', 'Fiction, science fiction, general', 'American Science fiction', 'Interplanetary voyages', 'American literature', 'award:nebula_award=novel']",['science fiction'],N/A,0,6979680,error,N/A,4.40625,32,[]
89,,2226126708,On Writing,Stephen King,1999,69,"['writing', 'Salem’s Lot', 'science fiction', 'Happy Stamps', 'The Elements of Style', 'drinking', 'adverbs', 'Horror tales--Authorship', 'Locus Award winner', 'Bram Stoker Award winner', 'biography', 'Arte de escribir', 'Novelistas estadounidenses', 'Biografía', 'Autores estadounidenses', 'American Novelists', 'Technique', 'Literary Memoir', 'American Authors', 'Authorship', 'Memoir', 'authors', 'Horror tales', 'Cuentos de terror', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Authors, biography', 'Horror tales, authorship', 'King, stephen, 1947-', 'Performing arts, biography', 'nyt:education=2014-12-07', 'New York Times bestseller', 'Personal memoirs', '[document]', 'Style', 'Écrivains américains', 'Biographies', ""Récits d'horreur"", ""Art d'écrire"", 'Récits personnels', 'Création littéraire', 'Document', 'King, stephen , 1947-', 'Authorshipking, stephen , 1947-', 'Authors, american', 'Authors, american--20th century--biography', 'American authors--biography', 'Horror fiction--technique', 'Ps3561.i483 z475 2010', '813/.54', 'Biography: general', 'Creative writing guides', 'Literature: History & Criticism', 'Biography/Autobiography', 'Biography & Autobiography', 'Biography / Autobiography', 'Literary', 'Composition & Creative Writing - General', 'Language Arts & Disciplines / Composition & Creative Writing', '20th century', 'Horror fiction']","['science fiction', 'biography']",N/A,0,9255939,borrow_unavailable,N/A,4.1506849315068495,73,[]
90,,,Cat's Cradle,"Kurt Vonnegut, Nickolay Popov",1963,69,"['End of the world', 'Fiction', 'American Fantasy fiction', 'Classic Literature', 'Humor (Fiction)', 'Science Fiction', 'Large type books', 'American fiction (fictional works by one author)', 'Fiction, humorous', 'Fiction, science fiction, general', 'Fiction, humorous, general', 'American fiction', 'Translations into Spanish', 'Spanish imprints', 'Spanish fiction', 'Fin du monde', 'Romans, nouvelles', 'Satire', 'Fictional works [publication type]', 'End of the world--fiction', 'Ps3572.o5 c3 2010', '813 v947c 2010']",['science fiction'],N/A,0,12709654,private,N/A,3.9611650485436893,103,[]
91,,N/A,A Canticle for Leibowitz,Walter M. Miller Jr.,1959,69,"['Hugo Award Winner', 'award:hugo_award=1961', 'award:hugo_award=novel', 'American Science fiction', 'apocalypse', 'nuclear war', 'civilization', 'science fiction', 'church versus state', 'Long Now Manual for Civilization', 'Monks', 'Fiction', 'Monasticism and religious orders', 'Mutation (Biology)', 'Nuclear warfare', 'Christianity', 'Monastic and religious life', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Social aspects', 'Radioactive fallout survival', 'Science', 'American fiction', 'Fiction, science fiction, general', 'Science fiction, history and criticism', 'New York Times reviewed', 'American literature', 'Fiction, general', 'Knowledge management', 'Freedom of information']",['science fiction'],N/A,0,10221348,error,N/A,3.8142857142857145,70,[]
92,,N/A,The Eye of the World (The Wheel of Time Book 1),Robert Jordan,1990,69,"['series:The Wheel of Time', 'Fantasy fiction', ""Rand al'Thor (Fictitious character)"", 'Fiction', 'Reader recommended, 2001-02', 'Fantasy .', 'American Fantasy', ""al'Thor Rand (Fictitious character)"", 'Good and evil', 'Monsters', ""Rand al'thor (fictitious character), fiction"", 'Fiction, fantasy, epic', 'Science fiction', ""Children's fiction"", 'Fiction, fantasy, general', 'Comics & graphic novels, fantasy', 'Comic books, strips', 'nyt:hardcover-graphic-books=2013-02-17', 'New York Times bestseller', 'Fantasy', ""Children's stories"", 'American literature']","['fantasy', 'science fiction']",N/A,0,980232,error,N/A,3.875,168,[]
93,,N/A,Ubik,Philip K. Dick,1969,68,"['Fiction', 'Death', 'Businessmen', 'Explosions', 'Science Fiction', 'Fiction, science fiction, general', 'Iowa, fiction', 'Fiction, humorous', 'FICTION / Science Fiction / General', 'FICTION / Literary', 'Large type books', 'Motion picture plays', 'Fiction, humorous, general', 'Murder victims', 'Terrorism', 'Death--fiction', 'Businessmen--fiction', 'Explosions--fiction', 'Science fiction, american', 'Ps3554.i3 u24 1991', '813/.54', 'American Science fiction', 'Time']",['science fiction'],N/A,0,5018327,error,N/A,3.953125,64,[]
94,,N/A,Dune Messiah,Frank Herbert,1969,68,"['American Science fiction', 'Dune (Imaginary place)', 'Fiction', 'Imaginary places', 'Science Fiction', 'Translations into Russian', 'Novela', 'Dune (Lugar imaginario)', 'Lectures et morceaux choisis', 'Anglais (langue)', 'Roman ame ricain', 'Science-fiction ame ricaine', 'Long Now Manual for Civilization', 'Roman américain', 'Science-fiction américaine', 'Dune (imaginary place), fiction', 'Fiction, science fiction, general']",['science fiction'],N/A,0,2421405,error,N/A,3.8974358974358974,117,[]
95,,N/A,"Looking Backward, 2000-1887",Edward Bellamy,1888,68,"['Fiction', 'Utopias', 'Time travel', 'Two thousand, A.D.', 'Social problems', 'Science fiction', 'Twentieth century', 'Forecasts', 'Boston (mass.), fiction', 'Fiction, science fiction, general', 'American fiction (fictional works by one author)', 'Littérature américaine']",['science fiction'],N/A,0,8246102,error,N/A,,0,[]
96,,N/A,Dragonflight,Anne McCaffrey,1968,67,"['Pern (Imaginary place)', 'Science Fiction', 'Fantasy fiction', 'Juvenile fiction', 'Fiction in English', 'Fiction', 'Fantasy', 'Life on other planets', 'Space colonies', 'Dragons', 'Time travel', 'American Science fiction', 'Civilization', 'Pern (imaginary place), fiction', 'Fiction, fantasy, epic', 'Pern', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Comics & graphic novels, general']","['fantasy', 'science fiction']",N/A,0,10306696,error,N/A,4.076923076923077,39,[]
97,,N/A,Triplanetary,"E. D. Smith, Edward Elmer Smith, Frederick E. Smith, E. E. Smith, Edward E. Smith, “Doc” E.E. Smith, E. E. &quot;Doc&quot; Smith, E. E. Smith, E.E. ""Doc Smith, Edward Elmer  Smith, Edward ""Doc"" Smith, Edward Doc"" Smith",1948,67,"['Fiction, general', 'Science fiction', 'Juvenile literature', 'American Science fiction', 'Fiction, sagas', 'Fiction, science fiction, space opera', 'Scientists, fiction', 'Fiction', 'Science Fiction', 'Human-alien encounters', 'Space warfare', 'Fiction, science fiction, general', 'Fiction in English, 1900- Texts']",['science fiction'],N/A,0,4627686,error,N/A,3.7142857142857144,7,[]
98,,N/A,Sphere,"Michael Crichton, Jacques Polanis",1980,67,"['space ships', 'space vehicles', 'squid', 'psychology', 'giant squid', 'Twenty Thousand Leagues Under the Sea', 'explosives', 'diving chambers', 'claustrophobia', 'psychologists', 'mathematicians', 'zoologists', 'astrophysicists', 'marine biologists', 'United States Navy', 'deep sea habitats', 'time travel', 'Life on other planets', 'Open Library Staff Picks', 'Juvenile fiction', 'Scientists', 'Fiction', 'Science fiction', 'Fiction, action & adventure', 'Chang pian xiao shuo', 'Fiction, science fiction, general']",['science fiction'],N/A,0,9254423,error,N/A,4.230769230769231,13,[]
99,,N/A,Solaris,Stanisław Lem,1962,66,"['Translations into English', 'English fiction', 'Polish Science fiction', 'Polish fiction', 'Translations from Polish', 'Science fiction', 'Fiction, science fiction, general', 'Slavic philology']",['science fiction'],N/A,0,12313764,error,N/A,4.333333333333333,18,[]
